"Class","Member","Type","Category","Desc"
"Msvm_VirtualHardDiskSettingData","ParentIdentifier","String","Property","The GUID used to uniquely identify the parent of the virtual hard disk. If the virtual hard disk does not have a parent, then this field is empty."
"Msvm_VirtualHardDiskSettingData","ParentPath","String","Property","The parent of the virtual hard disk. If the virtual hard disk does not have a parent, then this field is empty."
"Msvm_VirtualHardDiskSettingData","ParentTimestamp","DateTime","Property","The timestamp of the parent of the virtual hard disk. If the virtual hard disk does not have a parent, then this field is empty."
"Msvm_VirtualHardDiskSettingData","Path","String","Property","The path of the virtual hard disk."
"Msvm_VirtualHardDiskSettingData","PhysicalSectorSize","UInt32","Property","The physical sector size used by the virtual hard disk"
"Msvm_VirtualHardDiskSettingData","PmemAddressAbstractionType","UInt16","Property","The persistent memory address abstraction method to be used with this virtual disk. [枚举值: 0 - None; 1 - BTT; 65535 - Unknown]"
"Msvm_VirtualHardDiskSettingData","Type","UInt16","Property","The type of virtual hard disk. [枚举值: 2 - Fixed; 3 - Dynamic; 4 - Differencing]"
"Msvm_VirtualHardDiskSettingData","VirtualDiskId","String","Property","The GUID used to uniquely identify the virtual disk."
"Msvm_ReplicationAuthorizationSettingData","AllowedPrimaryHostSystem","String","Property","The primary server that this entry represents."
"Msvm_ReplicationAuthorizationSettingData","Caption","String","Property","[无描述]"
"Msvm_ReplicationAuthorizationSettingData","Description","String","Property","[无描述]"
"Msvm_ReplicationAuthorizationSettingData","ElementName","String","Property","[无描述]"
"Msvm_ReplicationAuthorizationSettingData","InstanceID","String","Property","[无描述]"
"Msvm_ReplicationAuthorizationSettingData","ReplicaStorageLocation","String","Property","The storage location for replicated VHDs."
"Msvm_ReplicationAuthorizationSettingData","TrustGroup","String","Property","The trust group name for the authorization entry."
"Msvm_Synthetic3DServiceSettingData","Caption","String","Property","[无描述]"
"Msvm_Synthetic3DServiceSettingData","Description","String","Property","[无描述]"
"Msvm_Synthetic3DServiceSettingData","ElementName","String","Property","[无描述]"
"Msvm_Synthetic3DServiceSettingData","GPUOvercommitEnabled","Boolean","Property","Controls whether VM assignment takes GPU Memory limitations into account."
"Msvm_Synthetic3DServiceSettingData","InstanceID","String","Property","[无描述]"
"Msvm_VirtualSystemMigrationNetworkSettingData","Caption","String","Property","[无描述]"
"Msvm_VirtualSystemMigrationNetworkSettingData","Description","String","Property","[无描述]"
"Msvm_VirtualSystemMigrationNetworkSettingData","ElementName","String","Property","[无描述]"
"Msvm_VirtualSystemMigrationNetworkSettingData","InstanceID","String","Property","[无描述]"
"Msvm_VirtualSystemMigrationNetworkSettingData","Metric","UInt32","Property","The priority metric of this network for migration. Lower is the value higher is the priority."
"Msvm_VirtualSystemMigrationNetworkSettingData","PrefixLength","UInt8","Property","The migration network subnet prefix length."
"Msvm_VirtualSystemMigrationNetworkSettingData","SubnetNumber","String","Property","The migration network subnet number."
"Msvm_VirtualSystemMigrationNetworkSettingData","Tags","String","Property","The array of tags to represent which management system has set this network for virtual system migration service."
"CIM_VirtualSystemSettingData","AutomaticRecoveryAction","UInt16","Property","Action to take for the virtual system when the software executed by the virtual system fails. Failures in this case means a failure that is detectable by the host platform, such as a non-interuptable wait state condition. [枚举值: 2 - None; 3 - Restart; 4 - Revert to snapshot; .. - DMTF Reserved]"
"CIM_VirtualSystemSettingData","AutomaticShutdownAction","UInt16","Property","Action to take for the virtual system when the host is shut down. [枚举值: 2 - Turn Off; 3 - Save state; 4 - Shutdown; .. - DMTF Reserved]"
"CIM_VirtualSystemSettingData","AutomaticStartupAction","UInt16","Property","Action to take for the virtual system when the host is started. [枚举值: 2 - None; 3 - Restart if previously active; 4 - Always startup; .. - DMTF Reserved]"
"CIM_VirtualSystemSettingData","AutomaticStartupActionDelay","DateTime","Property","Delay applicable to startup action. The value shall be in the interval variant of the datetime datatype."
"CIM_VirtualSystemSettingData","AutomaticStartupActionSequenceNumber","UInt16","Property","Number indicating the relative sequence of virtual system activation when the host system is started. A lower number indicates earlier activation. If one or more configurations show the same value, the sequence is implementation dependent. A value of 0 indicates that the sequence is implementation dependent."
"CIM_VirtualSystemSettingData","Caption","String","Property","[无描述]"
"CIM_VirtualSystemSettingData","ConfigurationDataRoot","String","Property","Filepath of a directory where information about the virtual system configuration is stored.Format shall be URI based on RFC 2079."
"CIM_VirtualSystemSettingData","ConfigurationFile","String","Property","Filepath of a file where information about the virtual system configuration is stored. A relative path appends to the value of the ConfigurationDataRoot property.Format shall be URI based on RFC 2079."
"CIM_VirtualSystemSettingData","ConfigurationID","String","Property","Unique id of the virtual system configuration. Note that the ConfigurationID is different from the InstanceID as it is assigned by the implementation to a virtual system or a virtual system configuration. It is not a key, and the same value may occur within more than one instance."
"CIM_VirtualSystemSettingData","CreationTime","DateTime","Property","Time when the virtual system configuration was created."
"CIM_VirtualSystemSettingData","Description","String","Property","[无描述]"
"CIM_VirtualSystemSettingData","ElementName","String","Property","[无描述]"
"CIM_VirtualSystemSettingData","InstanceID","String","Property","[无描述]"
"CIM_VirtualSystemSettingData","LogDataRoot","String","Property","Filepath of a directory where log information about the virtual system is stored. A relative path appends to the value of the ConfigurationDataRoot property.Format shall be URI based on RFC 2079."
"CIM_VirtualSystemSettingData","Notes","String","Property","End-user supplied notes that are related to the virtual system."
"CIM_VirtualSystemSettingData","RecoveryFile","String","Property","Filepath of a file where recovery relateded information of the virtual system is stored.Format shall be URI based on RFC 2079."
"CIM_VirtualSystemSettingData","SnapshotDataRoot","String","Property","Filepath of a directory where information about virtual system snapshots is stored. A relative path appends to the value of the ConfigurationDataRoot property.Format shall be URI based on RFC 2079."
"CIM_VirtualSystemSettingData","SuspendDataRoot","String","Property","Filepath of a directory where suspend related information about the virtual system is stored. A relative path appends to the value of the ConfigurationDataRoot property.Format shall be URI based on RFC 2079."
"CIM_VirtualSystemSettingData","SwapFileDataRoot","String","Property","Filepath of a directory where swapfiles of the virtual system are stored. A relative path appends to the value of the ConfigurationDataRoot property.Format shall be URI based on RFC 2079."
"CIM_VirtualSystemSettingData","VirtualSystemIdentifier","String","Property","VirtualSystemIdentifier shall reflect a unique name for the system as it is used within the virtualization platform. Note that the VirtualSystemIdentifier is not the hostname assigned to the operating system instance running within the virtual system, nor is it an IP address or MAC address assigned to any of its network ports.  On create requests VirtualSystemIdentifier may contain implementation specific rules (like simple patterns or regular expresssion) that may be interpreted by the implementation when assigning a VirtualSystemIdentifier."
"CIM_VirtualSystemSettingData","VirtualSystemType","String","Property","VirtualSystemType shall reflect a particular type of virtual system. The property value shall conform to this format (in ABNF): vs-type = dmtf-value / other-org-value / legacy-value; dmtf-value = ""DMTF:"" defining-org "":"" org-vs-type; other-org-value = defining-org "":"" org-vs-type; Where: dmtf-value: is a property value defined by DMTF and is defined in the description of this property. other-org-value: is a property value defined by a business entity other than DMTF and is not defined in the description of this property. legacy-value: is a property value defined by a business entity other than DMTF and is not defined in the description of this property. These values are permitted but recommended to be deprecated over time. defining-org: is an identifier for the business entity that defines the virtual system type. It shall include a copyrighted, trademarked, or otherwise unique name that is owned by that business entity. It shall not be ""DMTF"" and shall not contain a colon (:). org-vs-type: is an identifier for the virtual system type within the defining business entity. It shall be unique within the defining-org. It may use any character allowed for CIM strings, except for the following: U0000-U001F (Unicode C0 controls) U0020 (space), note that the reason is that OVF allows for multiple space-separated vs-type values in this property. U007F (Unicode C0 controls) U0080-U009F (Unicode C1 controls) If there is a need to structure the value into segments, the segments should be separated with a single colon (:). The values of this property shall be processed case sensitively. They are intended to be processed programmatically (instead of being a display name) and should be short. As stated in the class description, instances of this class may be used for various purposes. A management application intending to use an instance of this class as input parameter to an operation that creates or modifies a virtual system should first determine the set of valid virtual system types that are supported by the virtualization platform hosting the virtual system by inspecting values of array property VirtualSystemTypesSupported of the instance of class CIM_VirtualSystemManagementCapabilities that describes the capabilities of the virtualization platform. The following DMTF values are defined: DMTF:unknown - the virtual system type is unknown or cannot be determined"
"CIM_VirtualEthernetSwitchSettingData","AssociatedResourcePool","String","Property","A list of host resource pools to be associated or that are currently associated with the Ethernet Switch for the purpose of the allocation of Ethernet connections between a virtual machine and an Ethernet switch. Each non-Null value of the AssociatedResourcePool property shall conform to the production WBEM_URI_UntypedInstancePath as defined in DSP0207."
"CIM_VirtualEthernetSwitchSettingData","AutomaticRecoveryAction","UInt16","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","AutomaticShutdownAction","UInt16","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","AutomaticStartupAction","UInt16","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","AutomaticStartupActionDelay","DateTime","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","AutomaticStartupActionSequenceNumber","UInt16","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","Caption","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","ConfigurationDataRoot","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","ConfigurationFile","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","ConfigurationID","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","CreationTime","DateTime","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","Description","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","ElementName","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","InstanceID","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","LogDataRoot","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","MaxNumMACAddress","UInt32","Property","This property specifies the number of unique MAC addresses that can be learned by the switch to support MAC Address Learning, as defined in the IEEE 802.1 standard."
"CIM_VirtualEthernetSwitchSettingData","Notes","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","RecoveryFile","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","SnapshotDataRoot","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","SuspendDataRoot","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","SwapFileDataRoot","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","VirtualSystemIdentifier","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","VirtualSystemType","String","Property","[无描述]"
"CIM_VirtualEthernetSwitchSettingData","VLANConnection","String","Property","A list of VLAN Ids that this switch can access."
"Msvm_VirtualEthernetSwitchSettingData","AssociatedResourcePool","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","AutomaticRecoveryAction","UInt16","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","AutomaticShutdownAction","UInt16","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","AutomaticStartupAction","UInt16","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","AutomaticStartupActionDelay","DateTime","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","AutomaticStartupActionSequenceNumber","UInt16","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","BandwidthReservationMode","UInt32","Property","The bandwidth reservation mode. [枚举值: 0 - Default; 1 - Weight; 2 - Absolute; 3 - None]"
"Msvm_VirtualEthernetSwitchSettingData","Caption","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","ConfigurationDataRoot","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","ConfigurationFile","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","ConfigurationID","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","CreationTime","DateTime","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","Description","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","ElementName","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","ExtensionOrder","String","Property","Contains references to the switch extensions bound to this switch, in the order in which they are applied. Each string should be the full path to an Msvm_EthernetSwitchExtension instance."
"Msvm_VirtualEthernetSwitchSettingData","InstanceID","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","IOVPreferred","Boolean","Property","Specifies whether SR-IOV is preferred or not, if available on the underlying adapter."
"Msvm_VirtualEthernetSwitchSettingData","LogDataRoot","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","MaxNumMACAddress","UInt32","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","Notes","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","PacketDirectEnabled","Boolean","Property","Specifies whether PacketDirect should be used, if available."
"Msvm_VirtualEthernetSwitchSettingData","RecoveryFile","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","SnapshotDataRoot","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","SuspendDataRoot","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","SwapFileDataRoot","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","TeamingEnabled","Boolean","Property","Specifies whether NIC Teaming should be used."
"Msvm_VirtualEthernetSwitchSettingData","VirtualSystemIdentifier","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","VirtualSystemType","String","Property","[无描述]"
"Msvm_VirtualEthernetSwitchSettingData","VLANConnection","String","Property","[无描述]"
"Msvm_ReplicationSettingData","AdditionalSettings","String","Property","Additional replication settings which can be used by endpoint provider."
"Msvm_ReplicationSettingData","ApplicationConsistentSnapshotInterval","UInt16","Property","Time interval between application consistent snapshots, specified in unit of hours. Valid range is from 1 hour to 12 hours in step of 1 hour."
"Msvm_ReplicationSettingData","AuthenticationType","UInt16","Property","Define authentication mode used to connect to recovery server. [枚举值: 1 - Kerberos authentication; 2 - Certificate based authentication]"
"Msvm_ReplicationSettingData","AutomaticRecoveryAction","UInt16","Property","[无描述]"
"Msvm_ReplicationSettingData","AutomaticShutdownAction","UInt16","Property","[无描述]"
"Msvm_ReplicationSettingData","AutomaticStartupAction","UInt16","Property","[无描述]"
"Msvm_ReplicationSettingData","AutomaticStartupActionDelay","DateTime","Property","[无描述]"
"Msvm_ReplicationSettingData","AutomaticStartupActionSequenceNumber","UInt16","Property","[无描述]"
"Msvm_ReplicationSettingData","AutoResynchronizeEnabled","Boolean","Property","Automatically trigger resynchronize operation on replication errors due to power and hardware failures. Default value is TRUE."
"Msvm_ReplicationSettingData","AutoResynchronizeIntervalEnd","DateTime","Property","Automatically trigger resynchronize operation on replication errors due to power and hardware failures when they occur before the time specified by this parameter and AutoResynchronizeEnabled is TRUE. Specify the datetime using time elements only. Default value is 0600 hours local time."
"Msvm_ReplicationSettingData","AutoResynchronizeIntervalStart","DateTime","Property","Automatically trigger resynchronize operation on replication errors due to power and hardware failures when they occur after the time specified by this parameter and AutoResynchronizeEnabled is TRUE. Specify the datetime using time elements only. Default value is 1830 hours local time."
"Msvm_ReplicationSettingData","BypassProxyServer","Boolean","Property","Bypass proxy server while connectng it to recovery server."
"Msvm_ReplicationSettingData","Caption","String","Property","[无描述]"
"Msvm_ReplicationSettingData","CertificateThumbPrint","String","Property","Certificate thumbprint to use when AuthenticationType is certificate based authorization."
"Msvm_ReplicationSettingData","CompressionEnabled","Boolean","Property","Enable compression of replication data while sending it to recovery server."
"Msvm_ReplicationSettingData","ConfigurationDataRoot","String","Property","[无描述]"
"Msvm_ReplicationSettingData","ConfigurationFile","String","Property","[无描述]"
"Msvm_ReplicationSettingData","ConfigurationID","String","Property","[无描述]"
"Msvm_ReplicationSettingData","CreationTime","DateTime","Property","[无描述]"
"Msvm_ReplicationSettingData","Description","String","Property","[无描述]"
"Msvm_ReplicationSettingData","ElementName","String","Property","[无描述]"
"Msvm_ReplicationSettingData","EnableWriteOrderPreservationAcrossDisks","Boolean","Property","Enabling this property ensures all replicating virtual hard disks for the virtual machine are replicated to the same point in time. This ensures replication honors the write-order of the applications in the virtual machine."
"Msvm_ReplicationSettingData","IncludedDisks","String","Property","The list of VHD attached to the ComputerSystem that will be replicated by the Failover Replication Engine. This is an array of strings each containing an the InstanceID of the resource allocation setting data (RASD) of the VHD."
"Msvm_ReplicationSettingData","InstanceID","String","Property","[无描述]"
"Msvm_ReplicationSettingData","LogDataRoot","String","Property","[无描述]"
"Msvm_ReplicationSettingData","Notes","String","Property","[无描述]"
"Msvm_ReplicationSettingData","PrimaryConnectionPoint","String","Property","Name of connection point, in case of primary cluster this is the broker CAP name and in case of standalone primary server this is the host system name."
"Msvm_ReplicationSettingData","PrimaryHostSystem","String","Property","FQDN of primary host system which is hosting the virtual machine."
"Msvm_ReplicationSettingData","RecoveryConnectionPoint","String","Property","Name of connection point, in case of recovery cluster this is the broker CAP name and in case of standalone recovery server this is the host system name. In case of external provider, this represents the connection point specific to the provider."
"Msvm_ReplicationSettingData","RecoveryFile","String","Property","[无描述]"
"Msvm_ReplicationSettingData","RecoveryHistory","UInt16","Property","Maximum number of recovery snapshots stored at the recovery server. Valid range is from 0 to 16 for the Hyper-V to Hyper-V replication. In case of external provider, range is as supported by the endpoint provider."
"Msvm_ReplicationSettingData","RecoveryHostSystem","String","Property","FQDN of recovery host system which is hosting the virtual machine."
"Msvm_ReplicationSettingData","RecoveryServerPortNumber","UInt16","Property","Recovery server port number to use when making secure connection for replication."
"Msvm_ReplicationSettingData","ReplicateHostKvpItems","Boolean","Property","Enable or disable of host-only Msvm_KvpExchangeDataItem from primary virtual machine to recovery virtual machine. Default value is TRUE."
"Msvm_ReplicationSettingData","ReplicationInterval","UInt16","Property","Replication Interval of a replication relationship in seconds. Valid values are 30, 300, 900."
"Msvm_ReplicationSettingData","ReplicationProvider","String","Property","Path to instance of class Msvm_ReplicationProvider that identifies the replication provider endpoint."
"Msvm_ReplicationSettingData","RootCertificateThumbPrint","String","Property","Root Certificate thumbprint of the certificate in use  when AuthenticationType is certificate based authorization."
"Msvm_ReplicationSettingData","SnapshotDataRoot","String","Property","[无描述]"
"Msvm_ReplicationSettingData","SuspendDataRoot","String","Property","[无描述]"
"Msvm_ReplicationSettingData","SwapFileDataRoot","String","Property","[无描述]"
"Msvm_ReplicationSettingData","VirtualSystemIdentifier","String","Property","[无描述]"
"Msvm_ReplicationSettingData","VirtualSystemType","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","AdditionalRecoveryInformation","String","Property","Any additional information provided to the recovery action. The meaning of this property is defined by the action in AutomaticRecoveryAction. If AutomaticRecoveryAction is 0 (""None"") or 1 (""Restart""), this value is NULL. If AutomaticRecoveryAction is 2 (""Revert to Snapshot""), this is the object path to a snapshot that should be applied on failure of the virtual machine worker process. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class."
"Msvm_VirtualSystemSettingData","AllowFullSCSICommandSet","Boolean","Property","Indicates whether SCSI commands from the guest operating system are passed to pass-through disks. If TRUE, SCSI commands emitted by the guest operating system to pass-through disks are not filtered.It is recommended that SCSI filtering remains enabled for production deployments. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class. Windows Server 2008:  The AllowFullSCSICommandSet property is not supported."
"Msvm_VirtualSystemSettingData","AllowReducedFcRedundancy","Boolean","Property","Indicates whether live migration of a virtual machine that is configured with a virtual FC adapter is allowed to a destination machine, without doing any checks for the existence of paths to the storage devices on the destination  The default value of this property is FALSE. If set to TRUE, the VM can be live migrated to a target machine which may have no or reduced paths to the target FC devices. The guest operating system may lose connectivity to storage and may behave in an unpredictable manner.   This property should be cleared after a live migration"
"Msvm_VirtualSystemSettingData","Architecture","String","Property","The architecture of this system."
"Msvm_VirtualSystemSettingData","AutomaticCriticalErrorAction","UInt16","Property","Identifies the action to be taken on VM, when a critical error happens, like storage disconnect.The value of 1, causes the VM to be paused and automatically resumed when the critical error condition is resolved. This behavior can be overridden by setting the value to 0 upon which no specific action will be taken for critical error conditions. [枚举值: 0 - None; 1 - Pause Resume]"
"Msvm_VirtualSystemSettingData","AutomaticCriticalErrorActionTimeout","DateTime","Property","Identifies the maximum duration for which the AutomaticCriticalErrorAction will be performed to resolve the critical error. This is applicable only when the value of the AutomaticCriticalErrorAction property is not 0 (None). Once the timeout expires, the VM will be powered off.The value will be rounded up to the nearest minute. A value of 0 implies that the VM should be powered off immediately when it encounters a critical error condition."
"Msvm_VirtualSystemSettingData","AutomaticRecoveryAction","UInt16","Property","[无描述]"
"Msvm_VirtualSystemSettingData","AutomaticShutdownAction","UInt16","Property","[无描述]"
"Msvm_VirtualSystemSettingData","AutomaticSnapshotsEnabled","Boolean","Property","Indicates whether this virtual machine should have automatic snapshots enabled."
"Msvm_VirtualSystemSettingData","AutomaticStartupAction","UInt16","Property","[无描述]"
"Msvm_VirtualSystemSettingData","AutomaticStartupActionDelay","DateTime","Property","[无描述]"
"Msvm_VirtualSystemSettingData","AutomaticStartupActionSequenceNumber","UInt16","Property","[无描述]"
"Msvm_VirtualSystemSettingData","BaseBoardSerialNumber","String","Property","The serial number of the base board for the virtual computer system. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class."
"Msvm_VirtualSystemSettingData","BIOSGUID","String","Property","The globally-unique identifier for the BIOS of the virtual computer system. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class."
"Msvm_VirtualSystemSettingData","BIOSNumLock","Boolean","Property","This property is set to TRUE if the num lock key is set to on by the BIOS, FALSE if the num lock key is set to off by the BIOS. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class."
"Msvm_VirtualSystemSettingData","BIOSSerialNumber","String","Property","The serial number of the BIOS for the virtual computer system. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class."
"Msvm_VirtualSystemSettingData","BootOrder","UInt16","Property","The boot order set within the BIOS of the virtual computer system. This property is an array of values, max length 4, where each value indicates a device to boot from. The virtual computer system will first attempt to boot from the device indicated by the first value within the array. If that device does not contain a boot sector, the virtual computer system will attempt to boot from the next device specified by the BootOrder property and so on. If no device specified within the BootOrder contains a boot sector the virtual computer system will fail to boot. The default value for a virtual computer system is [0, 1, 2, 3, 4]. Value definitions: 0 (Floppy): The virtual computer system will attempt to boot from the floppy disk within the floppy drive. 1 (CD-ROM): The virtual computer system will attempt to boot from the first CD or DVD disk found with a boot sector. 2 (IDE Hard Drive): The virtual computer system will attempt to boot from the first hard drive found attached to an IDE controller with a boot sector. 3 (PXE Boot): The virtual computer system will attempt to PXE boot from the network. 4 (SCSI Hard Drive): The virtual computer system will attempt to boot from the first hard drive found attached to a SCSI controller with a boot sector. 5-65535: Reserved This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class. [枚举值: 0 - Floppy; 1 - CD-ROM; 2 - IDE Hard Drive; 3 - PXE Boot; 4 - SCSI Hard Drive; 5..65535 - Reserved]"
"Msvm_VirtualSystemSettingData","BootSourceOrder","String","Property","Contains references to the boot source entries of this virtual computer system. This property is an array of strings, where each string is a full path to a Msvm_BootSourceSettingData instance indicating a device, file, or other boot source to boot from."
"Msvm_VirtualSystemSettingData","Caption","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","ChassisAssetTag","String","Property","The asset tag of the chassis for the virtual computer system. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class."
"Msvm_VirtualSystemSettingData","ChassisSerialNumber","String","Property","The serial number of the chassis for the virtual computer system. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class."
"Msvm_VirtualSystemSettingData","ConfigurationDataRoot","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","ConfigurationFile","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","ConfigurationID","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","ConsoleMode","UInt16","Property","Identifies the Console Mode for the VM [枚举值: 0 - Default; 1 - COM1; 2 - COM2; 3 - None]"
"Msvm_VirtualSystemSettingData","CreationTime","DateTime","Property","[无描述]"
"Msvm_VirtualSystemSettingData","DebugChannelId","UInt32","Property","The channel identifier used to debug the virtual system using the VUD unified debugger."
"Msvm_VirtualSystemSettingData","DebugPort","UInt32","Property","The tcpip port used to debug the virtual system using synthetic debugging."
"Msvm_VirtualSystemSettingData","DebugPortEnabled","UInt16","Property","Whether the virtual system is using synthetic debugging. [枚举值: 0 -  Off; 1 - On; 2 - OnAutoAssigned]"
"Msvm_VirtualSystemSettingData","Description","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","ElementName","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","EnableHibernation","Boolean","Property","This property is set to TRUE if hibernate (S4) is enabled by the BIOS, FALSE if hibernate is disabled. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class."
"Msvm_VirtualSystemSettingData","EnhancedSessionTransportType","UInt16","Property","Indicates the transport type to use when connecting to an enhanced session. [枚举值: 0 - VMBus Pipe; 1 - Hyper-V Socket]"
"Msvm_VirtualSystemSettingData","GuestControlledCacheTypes","Boolean","Property","Indicates whether the guest can control cache types."
"Msvm_VirtualSystemSettingData","GuestStateDataRoot","String","Property","Filepath of a directory where information about the guest runtime state is stored."
"Msvm_VirtualSystemSettingData","GuestStateFile","String","Property","Filepath of a file where information about the guest runtime state is stored. A relative path appends to the value of the GuestStateDataRoot property."
"Msvm_VirtualSystemSettingData","HighMmioGapBase","UInt64","Property","The base address of the High (above 4GB) Memory-Mapped IO Gap in MB"
"Msvm_VirtualSystemSettingData","HighMmioGapSize","UInt64","Property","The size of the High (above 4GB) Memory-Mapped IO Gap in MB"
"Msvm_VirtualSystemSettingData","IncrementalBackupEnabled","Boolean","Property","Indicates whether the Hyper-V VSS writer supports taking incremental backup of this Virtual machine. This is a read-write property."
"Msvm_VirtualSystemSettingData","InstanceID","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","IsAutomaticSnapshot","Boolean","Property","Indicates whether this is a snapshot created automatically for the user."
"Msvm_VirtualSystemSettingData","IsSaved","Boolean","Property","This property is set to TRUE if the configuration has a reference to a saved state file, FALSE if not. Note that this does not indicate the presence of such a file, only that the configuration specifies one. This is a read-only property, it cannot be changed."
"Msvm_VirtualSystemSettingData","LockOnDisconnect","Boolean","Property","Lock the console when disconnecting from vmconnect."
"Msvm_VirtualSystemSettingData","LogDataRoot","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","LowMmioGapSize","UInt64","Property","The size of the Low (below 4GB) Memory-Mapped IO Gap in MB"
"Msvm_VirtualSystemSettingData","NetworkBootPreferredProtocol","UInt16","Property","Identifies the IP protocol used for network boot. [枚举值: 4096 - IPv4; 4097 - IPv6]"
"Msvm_VirtualSystemSettingData","Notes","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","Parent","String","Property","The object path for the snapshot Msvm_VirtualSystemSettingData from which this object is based. This property will be NULL if this object is not based off a snapshot."
"Msvm_VirtualSystemSettingData","PauseAfterBootFailure","Boolean","Property","Pause after boot failure setting for the VM"
"Msvm_VirtualSystemSettingData","RecoveryFile","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","SecureBootEnabled","Boolean","Property","Secure boot enabled setting for the VM"
"Msvm_VirtualSystemSettingData","SecureBootTemplateId","String","Property","The globally-unique identifier of the template of intial values of UEFI Secure Boot related variables. This is a read-only property, but it can be changed using the ModifyVirtualSystem method of the Msvm_VirtualSystemManagementService class."
"Msvm_VirtualSystemSettingData","SnapshotDataRoot","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","SuspendDataRoot","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","SwapFileDataRoot","String","Property","[无描述]"
"Msvm_VirtualSystemSettingData","TurnOffOnGuestRestart","Boolean","Property","Turn off the VM instead of restarting the VM if the guest operating system initiated a restart."
